에이전트,질문,평가항목,가용여부,가용 데이터,테이블/컬럼,가정/갭,실제 쿼리,예상 답변
생산 관리,이 품목들 기준으로 최근 14일 폐기 손실까지 같이 보여줘,연결형-손실 연계,✅,폐기수량,"raw_inventory_extract.disuse_qty,item_cd,item_nm",-,"SELECT item_cd,item_nm,SUM(COALESCE(NULLIF(disuse_qty,'')::numeric,0)) AS disuse_qty FROM raw_inventory_extract WHERE masked_stor_cd=:store_id AND to_date(stock_dt,'YYYYMMDD') BETWEEN :date_from AND :date_to GROUP BY item_cd,item_nm ORDER BY disuse_qty DESC LIMIT 10",같은 품목의 폐기 규모까지 함께 보여드립니다.
생산 관리,그럼 최근 14일 1차 생산만으로 커버 가능한 품목 비율이 얼마나 돼?,연결형-차수 효율,⚠️,차수 생산량,"raw_production_extract.prod_qty,prod_qty_2,prod_qty_3",1차 커버 기준은 단순 비율,"SELECT SUM(COALESCE(NULLIF(prod_qty,'')::numeric,0)) AS first_qty,SUM(COALESCE(NULLIF(prod_qty_2,'')::numeric,0)+COALESCE(NULLIF(prod_qty_3,'')::numeric,0)) AS extra_qty FROM raw_production_extract WHERE masked_stor_cd=:store_id AND to_date(prod_dt,'YYYYMMDD') BETWEEN :date_from AND :date_to",1차 생산 비중을 기준으로 운영 단순화 가능성을 확인해드립니다.
생산 관리,방금 결과에서 최근 14일 재고가 음수였다가 회복된 품목 알려줘,연결형-회복 추적,✅,재고량 추이,"core_stock_rate.stk_avg,prc_dt",-,"WITH b AS (SELECT item_cd,MIN(CASE WHEN stk_avg<0 THEN to_date(prc_dt,'YYYYMMDD') END) AS first_neg,MAX(CASE WHEN stk_avg>=0 THEN to_date(prc_dt,'YYYYMMDD') END) AS last_nonneg FROM core_stock_rate WHERE masked_stor_cd=:store_id AND to_date(prc_dt,'YYYYMMDD') BETWEEN :date_from AND :date_to GROUP BY item_cd) SELECT item_cd,first_neg,last_nonneg FROM b WHERE first_neg IS NOT NULL AND last_nonneg IS NOT NULL ORDER BY last_nonneg DESC LIMIT 20",음수 재고에서 회복된 품목을 확인해드립니다.
생산 관리,그럼 최근 14일 재고 경보가 잦은 요일이 언제야?,연결형-요일 패턴,✅,일자별 재고율,"core_stock_rate.prc_dt,stk_rt",-,"SELECT EXTRACT(DOW FROM to_date(prc_dt,'YYYYMMDD')) AS dow,COUNT(*) FILTER (WHERE stk_rt<0) AS warning_cnt FROM core_stock_rate WHERE masked_stor_cd=:store_id AND to_date(prc_dt,'YYYYMMDD') BETWEEN :date_from AND :date_to GROUP BY dow ORDER BY warning_cnt DESC",재고 경보가 자주 발생한 요일을 보여드립니다.
생산 관리,앞에서 본 위험 품목 기준으로 최근 14일 우선 생산 리스트 5개만 뽑아줘,연결형-실행 리스트,✅,위험품목+판매속도,"core_stock_rate,core_hourly_item_sales",-,"WITH r AS (SELECT item_cd,item_nm,AVG(stk_rt) AS rt FROM core_stock_rate WHERE masked_stor_cd=:store_id AND to_date(prc_dt,'YYYYMMDD') BETWEEN :date_from AND :date_to GROUP BY item_cd,item_nm), s AS (SELECT item_cd,AVG(sale_qty) AS v FROM core_hourly_item_sales WHERE masked_stor_cd=:store_id AND to_date(sale_dt,'YYYYMMDD') BETWEEN :date_from AND :date_to GROUP BY item_cd) SELECT r.item_cd,r.item_nm,r.rt,COALESCE(s.v,0) AS speed FROM r LEFT JOIN s ON s.item_cd=r.item_cd ORDER BY r.rt ASC, speed DESC LIMIT 5",바로 실행 가능한 우선 생산 리스트 5개를 제공합니다.
생산 관리,그럼 이번 달 부족 품목 중 판매가 빠른 것부터 다시 정리해줘,연결형-부족 우선순위,⚠️,재고+시간대 판매량,"core_stock_rate.stk_avg,core_hourly_item_sales.sale_qty",재고는 배치 스냅샷,"WITH low AS (SELECT item_cd,item_nm,SUM(stk_avg) AS s FROM core_stock_rate WHERE masked_stor_cd=:store_id AND to_date(prc_dt,'YYYYMMDD') BETWEEN :date_from AND :date_to GROUP BY item_cd,item_nm HAVING SUM(stk_avg)<0), spd AS (SELECT item_cd,AVG(sale_qty) AS v FROM core_hourly_item_sales WHERE masked_stor_cd=:store_id AND to_date(sale_dt,'YYYYMMDD') BETWEEN :date_from AND :date_to GROUP BY item_cd) SELECT l.item_cd,l.item_nm,l.s AS shortage_qty,COALESCE(s.v,0) AS avg_hourly_sale_qty FROM low l LEFT JOIN spd s ON s.item_cd=l.item_cd ORDER BY COALESCE(s.v,0) DESC,l.s ASC LIMIT 10",부족 품목 중 판매가 빠른 순서부터 우선 대응 목록을 보여드립니다.
생산 관리,그럼 이번 달 과잉 품목은 할인 후보로 몇 개 추려줘,연결형-과잉 처리,✅,과잉 재고량,"core_stock_rate.stk_avg,stk_rt",-,"SELECT item_cd,item_nm,SUM(stk_avg) AS excess_qty,AVG(stk_rt) AS avg_stk_rt FROM core_stock_rate WHERE masked_stor_cd=:store_id AND to_date(prc_dt,'YYYYMMDD') BETWEEN :date_from AND :date_to GROUP BY item_cd,item_nm HAVING SUM(stk_avg)>0 ORDER BY excess_qty DESC LIMIT 10",과잉 재고가 큰 품목을 할인 검토 후보로 정리해드립니다.
생산 관리,방금 본 부족 품목 기준으로 이번 달 생산 등록을 얼마나 했는지 보여줘,연결형-대응 실행량,✅,생산등록 이력,"production_registrations.sku_id,qty",-,"SELECT sku_id AS item_cd,COUNT(*) AS reg_count,SUM(qty) AS reg_qty FROM production_registrations WHERE store_id=:store_id AND registered_at::date BETWEEN :date_from AND :date_to GROUP BY sku_id ORDER BY reg_qty DESC LIMIT 20",부족 대응을 위해 실제 등록한 생산량을 품목별로 보여드립니다.
생산 관리,그럼 이번 달 품절 시각이 더 빨라진 품목만 따로 알려줘,연결형-악화 감지,⚠️,품절시각,"core_stockout_time.stockout_hour,is_stockout",시각 파싱 누락 가능,"WITH d AS (SELECT item_cd,AVG(stockout_hour) AS h FROM core_stockout_time WHERE masked_stor_cd=:store_id AND to_date(prc_dt,'YYYYMMDD') BETWEEN :date_from AND :date_to AND is_stockout=TRUE GROUP BY item_cd) SELECT item_cd,h FROM d ORDER BY h ASC NULLS LAST LIMIT 10",품절 시각이 빠른 품목을 우선 점검 대상으로 알려드립니다.
생산 관리,이 품목들 기준으로 이번 달 폐기 손실까지 같이 보여줘,연결형-손실 연계,✅,폐기수량,"raw_inventory_extract.disuse_qty,item_cd,item_nm",-,"SELECT item_cd,item_nm,SUM(COALESCE(NULLIF(disuse_qty,'')::numeric,0)) AS disuse_qty FROM raw_inventory_extract WHERE masked_stor_cd=:store_id AND to_date(stock_dt,'YYYYMMDD') BETWEEN :date_from AND :date_to GROUP BY item_cd,item_nm ORDER BY disuse_qty DESC LIMIT 10",같은 품목의 폐기 규모까지 함께 보여드립니다.
생산 관리,그럼 이번 달 1차 생산만으로 커버 가능한 품목 비율이 얼마나 돼?,연결형-차수 효율,⚠️,차수 생산량,"raw_production_extract.prod_qty,prod_qty_2,prod_qty_3",1차 커버 기준은 단순 비율,"SELECT SUM(COALESCE(NULLIF(prod_qty,'')::numeric,0)) AS first_qty,SUM(COALESCE(NULLIF(prod_qty_2,'')::numeric,0)+COALESCE(NULLIF(prod_qty_3,'')::numeric,0)) AS extra_qty FROM raw_production_extract WHERE masked_stor_cd=:store_id AND to_date(prod_dt,'YYYYMMDD') BETWEEN :date_from AND :date_to",1차 생산 비중을 기준으로 운영 단순화 가능성을 확인해드립니다.
생산 관리,방금 결과에서 이번 달 재고가 음수였다가 회복된 품목 알려줘,연결형-회복 추적,✅,재고량 추이,"core_stock_rate.stk_avg,prc_dt",-,"WITH b AS (SELECT item_cd,MIN(CASE WHEN stk_avg<0 THEN to_date(prc_dt,'YYYYMMDD') END) AS first_neg,MAX(CASE WHEN stk_avg>=0 THEN to_date(prc_dt,'YYYYMMDD') END) AS last_nonneg FROM core_stock_rate WHERE masked_stor_cd=:store_id AND to_date(prc_dt,'YYYYMMDD') BETWEEN :date_from AND :date_to GROUP BY item_cd) SELECT item_cd,first_neg,last_nonneg FROM b WHERE first_neg IS NOT NULL AND last_nonneg IS NOT NULL ORDER BY last_nonneg DESC LIMIT 20",음수 재고에서 회복된 품목을 확인해드립니다.
생산 관리,그럼 이번 달 재고 경보가 잦은 요일이 언제야?,연결형-요일 패턴,✅,일자별 재고율,"core_stock_rate.prc_dt,stk_rt",-,"SELECT EXTRACT(DOW FROM to_date(prc_dt,'YYYYMMDD')) AS dow,COUNT(*) FILTER (WHERE stk_rt<0) AS warning_cnt FROM core_stock_rate WHERE masked_stor_cd=:store_id AND to_date(prc_dt,'YYYYMMDD') BETWEEN :date_from AND :date_to GROUP BY dow ORDER BY warning_cnt DESC",재고 경보가 자주 발생한 요일을 보여드립니다.
생산 관리,앞에서 본 위험 품목 기준으로 이번 달 우선 생산 리스트 5개만 뽑아줘,연결형-실행 리스트,✅,위험품목+판매속도,"core_stock_rate,core_hourly_item_sales",-,"WITH r AS (SELECT item_cd,item_nm,AVG(stk_rt) AS rt FROM core_stock_rate WHERE masked_stor_cd=:store_id AND to_date(prc_dt,'YYYYMMDD') BETWEEN :date_from AND :date_to GROUP BY item_cd,item_nm), s AS (SELECT item_cd,AVG(sale_qty) AS v FROM core_hourly_item_sales WHERE masked_stor_cd=:store_id AND to_date(sale_dt,'YYYYMMDD') BETWEEN :date_from AND :date_to GROUP BY item_cd) SELECT r.item_cd,r.item_nm,r.rt,COALESCE(s.v,0) AS speed FROM r LEFT JOIN s ON s.item_cd=r.item_cd ORDER BY r.rt ASC, speed DESC LIMIT 5",바로 실행 가능한 우선 생산 리스트 5개를 제공합니다.
생산 관리,그럼 지난 달 부족 품목 중 판매가 빠른 것부터 다시 정리해줘,연결형-부족 우선순위,⚠️,재고+시간대 판매량,"core_stock_rate.stk_avg,core_hourly_item_sales.sale_qty",재고는 배치 스냅샷,"WITH low AS (SELECT item_cd,item_nm,SUM(stk_avg) AS s FROM core_stock_rate WHERE masked_stor_cd=:store_id AND to_date(prc_dt,'YYYYMMDD') BETWEEN :date_from AND :date_to GROUP BY item_cd,item_nm HAVING SUM(stk_avg)<0), spd AS (SELECT item_cd,AVG(sale_qty) AS v FROM core_hourly_item_sales WHERE masked_stor_cd=:store_id AND to_date(sale_dt,'YYYYMMDD') BETWEEN :date_from AND :date_to GROUP BY item_cd) SELECT l.item_cd,l.item_nm,l.s AS shortage_qty,COALESCE(s.v,0) AS avg_hourly_sale_qty FROM low l LEFT JOIN spd s ON s.item_cd=l.item_cd ORDER BY COALESCE(s.v,0) DESC,l.s ASC LIMIT 10",부족 품목 중 판매가 빠른 순서부터 우선 대응 목록을 보여드립니다.
생산 관리,그럼 지난 달 과잉 품목은 할인 후보로 몇 개 추려줘,연결형-과잉 처리,✅,과잉 재고량,"core_stock_rate.stk_avg,stk_rt",-,"SELECT item_cd,item_nm,SUM(stk_avg) AS excess_qty,AVG(stk_rt) AS avg_stk_rt FROM core_stock_rate WHERE masked_stor_cd=:store_id AND to_date(prc_dt,'YYYYMMDD') BETWEEN :date_from AND :date_to GROUP BY item_cd,item_nm HAVING SUM(stk_avg)>0 ORDER BY excess_qty DESC LIMIT 10",과잉 재고가 큰 품목을 할인 검토 후보로 정리해드립니다.
생산 관리,방금 본 부족 품목 기준으로 지난 달 생산 등록을 얼마나 했는지 보여줘,연결형-대응 실행량,✅,생산등록 이력,"production_registrations.sku_id,qty",-,"SELECT sku_id AS item_cd,COUNT(*) AS reg_count,SUM(qty) AS reg_qty FROM production_registrations WHERE store_id=:store_id AND registered_at::date BETWEEN :date_from AND :date_to GROUP BY sku_id ORDER BY reg_qty DESC LIMIT 20",부족 대응을 위해 실제 등록한 생산량을 품목별로 보여드립니다.
생산 관리,그럼 지난 달 품절 시각이 더 빨라진 품목만 따로 알려줘,연결형-악화 감지,⚠️,품절시각,"core_stockout_time.stockout_hour,is_stockout",시각 파싱 누락 가능,"WITH d AS (SELECT item_cd,AVG(stockout_hour) AS h FROM core_stockout_time WHERE masked_stor_cd=:store_id AND to_date(prc_dt,'YYYYMMDD') BETWEEN :date_from AND :date_to AND is_stockout=TRUE GROUP BY item_cd) SELECT item_cd,h FROM d ORDER BY h ASC NULLS LAST LIMIT 10",품절 시각이 빠른 품목을 우선 점검 대상으로 알려드립니다.
생산 관리,이 품목들 기준으로 지난 달 폐기 손실까지 같이 보여줘,연결형-손실 연계,✅,폐기수량,"raw_inventory_extract.disuse_qty,item_cd,item_nm",-,"SELECT item_cd,item_nm,SUM(COALESCE(NULLIF(disuse_qty,'')::numeric,0)) AS disuse_qty FROM raw_inventory_extract WHERE masked_stor_cd=:store_id AND to_date(stock_dt,'YYYYMMDD') BETWEEN :date_from AND :date_to GROUP BY item_cd,item_nm ORDER BY disuse_qty DESC LIMIT 10",같은 품목의 폐기 규모까지 함께 보여드립니다.
생산 관리,그럼 지난 달 1차 생산만으로 커버 가능한 품목 비율이 얼마나 돼?,연결형-차수 효율,⚠️,차수 생산량,"raw_production_extract.prod_qty,prod_qty_2,prod_qty_3",1차 커버 기준은 단순 비율,"SELECT SUM(COALESCE(NULLIF(prod_qty,'')::numeric,0)) AS first_qty,SUM(COALESCE(NULLIF(prod_qty_2,'')::numeric,0)+COALESCE(NULLIF(prod_qty_3,'')::numeric,0)) AS extra_qty FROM raw_production_extract WHERE masked_stor_cd=:store_id AND to_date(prod_dt,'YYYYMMDD') BETWEEN :date_from AND :date_to",1차 생산 비중을 기준으로 운영 단순화 가능성을 확인해드립니다.
생산 관리,방금 결과에서 지난 달 재고가 음수였다가 회복된 품목 알려줘,연결형-회복 추적,✅,재고량 추이,"core_stock_rate.stk_avg,prc_dt",-,"WITH b AS (SELECT item_cd,MIN(CASE WHEN stk_avg<0 THEN to_date(prc_dt,'YYYYMMDD') END) AS first_neg,MAX(CASE WHEN stk_avg>=0 THEN to_date(prc_dt,'YYYYMMDD') END) AS last_nonneg FROM core_stock_rate WHERE masked_stor_cd=:store_id AND to_date(prc_dt,'YYYYMMDD') BETWEEN :date_from AND :date_to GROUP BY item_cd) SELECT item_cd,first_neg,last_nonneg FROM b WHERE first_neg IS NOT NULL AND last_nonneg IS NOT NULL ORDER BY last_nonneg DESC LIMIT 20",음수 재고에서 회복된 품목을 확인해드립니다.
생산 관리,그럼 지난 달 재고 경보가 잦은 요일이 언제야?,연결형-요일 패턴,✅,일자별 재고율,"core_stock_rate.prc_dt,stk_rt",-,"SELECT EXTRACT(DOW FROM to_date(prc_dt,'YYYYMMDD')) AS dow,COUNT(*) FILTER (WHERE stk_rt<0) AS warning_cnt FROM core_stock_rate WHERE masked_stor_cd=:store_id AND to_date(prc_dt,'YYYYMMDD') BETWEEN :date_from AND :date_to GROUP BY dow ORDER BY warning_cnt DESC",재고 경보가 자주 발생한 요일을 보여드립니다.
생산 관리,오늘 생산 등록한 사람(담당자)별 등록 건수 보여줘,신규형-담당자 운영,✅,등록자 이력,"production_registrations.registered_by,registered_at",-,"SELECT registered_by,COUNT(*) AS reg_count,SUM(qty) AS reg_qty FROM production_registrations WHERE store_id=:store_id AND registered_at::date BETWEEN :date_from AND :date_to GROUP BY registered_by ORDER BY reg_count DESC",담당자별 생산 등록 건수와 수량을 보여드립니다.
생산 관리,오늘 재고 이동(MV_IN/MV_OUT) 영향이 큰 품목은 뭐야?,신규형-재고이동,✅,재고 이동수량,"raw_inventory_extract.mv_in_qty,mv_out_qty",-,"SELECT item_cd,item_nm,SUM(COALESCE(NULLIF(mv_in_qty,'')::numeric,0)) AS mv_in,SUM(COALESCE(NULLIF(mv_out_qty,'')::numeric,0)) AS mv_out FROM raw_inventory_extract WHERE masked_stor_cd=:store_id AND to_date(stock_dt,'YYYYMMDD') BETWEEN :date_from AND :date_to GROUP BY item_cd,item_nm ORDER BY ABS(SUM(COALESCE(NULLIF(mv_in_qty,'')::numeric,0)-COALESCE(NULLIF(mv_out_qty,'')::numeric,0))) DESC LIMIT 10",재고 이동 영향이 큰 품목을 알려드립니다.
생산 관리,오늘 재고 조정(ADJ_QTY)이 자주 발생한 품목 알려줘,신규형-재고조정,✅,재고조정 수량,raw_inventory_extract.adj_qty,-,"SELECT item_cd,item_nm,SUM(COALESCE(NULLIF(adj_qty,'')::numeric,0)) AS adj_qty FROM raw_inventory_extract WHERE masked_stor_cd=:store_id AND to_date(stock_dt,'YYYYMMDD') BETWEEN :date_from AND :date_to GROUP BY item_cd,item_nm ORDER BY ABS(adj_qty) DESC LIMIT 10",재고 조정이 잦은 품목을 점검 목록으로 제공합니다.
생산 관리,오늘 실시간 재고를 분 단위로 보여줘,신규형-실시간요청,❌,분단위 재고 스트림 없음,raw_inventory_extract.stock_dt,배치 적재라 분단위 실시간 불가,"SELECT ""UNAVAILABLE"" AS status, ""실시간 스트리밍 재고 데이터 부재"" AS reason",현재 데이터 구조로는 분 단위 실시간 재고 조회가 불가능합니다.
생산 관리,어제 생산 등록한 사람(담당자)별 등록 건수 보여줘,신규형-담당자 운영,✅,등록자 이력,"production_registrations.registered_by,registered_at",-,"SELECT registered_by,COUNT(*) AS reg_count,SUM(qty) AS reg_qty FROM production_registrations WHERE store_id=:store_id AND registered_at::date BETWEEN :date_from AND :date_to GROUP BY registered_by ORDER BY reg_count DESC",담당자별 생산 등록 건수와 수량을 보여드립니다.
생산 관리,어제 재고 이동(MV_IN/MV_OUT) 영향이 큰 품목은 뭐야?,신규형-재고이동,✅,재고 이동수량,"raw_inventory_extract.mv_in_qty,mv_out_qty",-,"SELECT item_cd,item_nm,SUM(COALESCE(NULLIF(mv_in_qty,'')::numeric,0)) AS mv_in,SUM(COALESCE(NULLIF(mv_out_qty,'')::numeric,0)) AS mv_out FROM raw_inventory_extract WHERE masked_stor_cd=:store_id AND to_date(stock_dt,'YYYYMMDD') BETWEEN :date_from AND :date_to GROUP BY item_cd,item_nm ORDER BY ABS(SUM(COALESCE(NULLIF(mv_in_qty,'')::numeric,0)-COALESCE(NULLIF(mv_out_qty,'')::numeric,0))) DESC LIMIT 10",재고 이동 영향이 큰 품목을 알려드립니다.
생산 관리,어제 재고 조정(ADJ_QTY)이 자주 발생한 품목 알려줘,신규형-재고조정,✅,재고조정 수량,raw_inventory_extract.adj_qty,-,"SELECT item_cd,item_nm,SUM(COALESCE(NULLIF(adj_qty,'')::numeric,0)) AS adj_qty FROM raw_inventory_extract WHERE masked_stor_cd=:store_id AND to_date(stock_dt,'YYYYMMDD') BETWEEN :date_from AND :date_to GROUP BY item_cd,item_nm ORDER BY ABS(adj_qty) DESC LIMIT 10",재고 조정이 잦은 품목을 점검 목록으로 제공합니다.
생산 관리,어제 실시간 재고를 분 단위로 보여줘,신규형-실시간요청,❌,분단위 재고 스트림 없음,raw_inventory_extract.stock_dt,배치 적재라 분단위 실시간 불가,"SELECT ""UNAVAILABLE"" AS status, ""실시간 스트리밍 재고 데이터 부재"" AS reason",현재 데이터 구조로는 분 단위 실시간 재고 조회가 불가능합니다.
생산 관리,최근 7일 생산 등록한 사람(담당자)별 등록 건수 보여줘,신규형-담당자 운영,✅,등록자 이력,"production_registrations.registered_by,registered_at",-,"SELECT registered_by,COUNT(*) AS reg_count,SUM(qty) AS reg_qty FROM production_registrations WHERE store_id=:store_id AND registered_at::date BETWEEN :date_from AND :date_to GROUP BY registered_by ORDER BY reg_count DESC",담당자별 생산 등록 건수와 수량을 보여드립니다.
생산 관리,최근 7일 재고 이동(MV_IN/MV_OUT) 영향이 큰 품목은 뭐야?,신규형-재고이동,✅,재고 이동수량,"raw_inventory_extract.mv_in_qty,mv_out_qty",-,"SELECT item_cd,item_nm,SUM(COALESCE(NULLIF(mv_in_qty,'')::numeric,0)) AS mv_in,SUM(COALESCE(NULLIF(mv_out_qty,'')::numeric,0)) AS mv_out FROM raw_inventory_extract WHERE masked_stor_cd=:store_id AND to_date(stock_dt,'YYYYMMDD') BETWEEN :date_from AND :date_to GROUP BY item_cd,item_nm ORDER BY ABS(SUM(COALESCE(NULLIF(mv_in_qty,'')::numeric,0)-COALESCE(NULLIF(mv_out_qty,'')::numeric,0))) DESC LIMIT 10",재고 이동 영향이 큰 품목을 알려드립니다.
생산 관리,최근 7일 재고 조정(ADJ_QTY)이 자주 발생한 품목 알려줘,신규형-재고조정,✅,재고조정 수량,raw_inventory_extract.adj_qty,-,"SELECT item_cd,item_nm,SUM(COALESCE(NULLIF(adj_qty,'')::numeric,0)) AS adj_qty FROM raw_inventory_extract WHERE masked_stor_cd=:store_id AND to_date(stock_dt,'YYYYMMDD') BETWEEN :date_from AND :date_to GROUP BY item_cd,item_nm ORDER BY ABS(adj_qty) DESC LIMIT 10",재고 조정이 잦은 품목을 점검 목록으로 제공합니다.
생산 관리,최근 7일 실시간 재고를 분 단위로 보여줘,신규형-실시간요청,❌,분단위 재고 스트림 없음,raw_inventory_extract.stock_dt,배치 적재라 분단위 실시간 불가,"SELECT ""UNAVAILABLE"" AS status, ""실시간 스트리밍 재고 데이터 부재"" AS reason",현재 데이터 구조로는 분 단위 실시간 재고 조회가 불가능합니다.
생산 관리,최근 14일 생산 등록한 사람(담당자)별 등록 건수 보여줘,신규형-담당자 운영,✅,등록자 이력,"production_registrations.registered_by,registered_at",-,"SELECT registered_by,COUNT(*) AS reg_count,SUM(qty) AS reg_qty FROM production_registrations WHERE store_id=:store_id AND registered_at::date BETWEEN :date_from AND :date_to GROUP BY registered_by ORDER BY reg_count DESC",담당자별 생산 등록 건수와 수량을 보여드립니다.
